x y displacement_x displacement_y
-4 -4 0.00237474189052003 -0.00573313407922897
-4 -3.9 0.00233126623296561 -0.0057304861784444
-4 -3.8 0.00228709628333739 -0.0057281203274777
-4 -3.7 0.00224221302828023 -0.00572603824363353
-4 -3.6 0.00219659736140048 -0.00572424096634234
-4 -3.5 0.0021502301642152 -0.00572272878432423
-4 -3.4 0.00210309239907397 -0.00572150115993931
-4 -3.3 0.00205516521499544 -0.00572055665129731
-4 -3.2 0.00200643006732516 -0.00571989283285739
-4 -3.1 0.00195686885205541 -0.00571950621542422
-4 -3 0.0019064640555461 -0.00571939216663831
-4 -2.9 0.00185519892024199 -0.00571954483326573
-4 -2.8 0.0018030576267892 -0.0057199570668096
-4 -2.7 0.00175002549270716 -0.00572062035419037
-4 -2.6 0.00169608918746522 -0.00572152475546549
-4 -2.5 0.00164123696344161 -0.00572265885077498
-4 -2.4 0.00158545890180346 -0.00572400969889584
-4 -2.3 0.00152874717183927 -0.00572556280995416
-4 -2.2 0.00147109630170235 -0.00572730213496416
-4 -2.1 0.00141250345789092 -0.00572921007492322
-4 -2 0.00135296873010921 -0.00573126751217417
-4 -1.9 0.00129249541743869 -0.00573345386663366
-4 -1.8 0.00123109031102289 -0.00573574717926189
-4 -1.7 0.00116876396775844 -0.00573812422480039
-4 -1.6 0.00110553096882487 -0.00574056065531865
-4 -1.5 0.0010414101563126 -0.00574303117548244
-4 -1.4 0.000976424840767046 -0.00574550974968641
-4 -1.3 0.000910602972200059 -0.00574796984028999
-4 -1.2 0.00084397726707343 -0.00575038467517785
-4 -1.1 0.000776585283973107 -0.00575272754176253
-4 -1 0.000708469441200946 -0.0057549721033976
-4 -0.9 0.000639676970336028 -0.00575709273302425
-4 -0.8 0.000570259800967678 -0.00575906485779012
-4 -0.7 0.000500274373267439 -0.00576086530742008
-4 -0.6 0.000429781376817228 -0.00576247265834853
-4 -0.5 0.000358845416094386 -0.00576386756510347
-4 -0.4 0.000287534605159542 -0.00576503307021693
-4 -0.3 0.000215920096310692 -0.00576595488406423
-4 -0.2 0.000144075549653916 -0.00576662162652714
-4 -0.0999999999999998 7.20765525882173e-05 -0.00576702502323423
-4 0 3.53136704790466e-19 0.00576716005033179
-4 0.0999999999999998 7.20765525882173e-05 0.00576702502323423
-4 0.2 0.000144075549653916 0.00576662162652714
-4 0.3 0.000215920096310692 0.00576595488406423
-4 0.4 0.000287534605159542 0.00576503307021693
-4 0.5 0.000358845416094386 0.00576386756510347
-4 0.6 0.000429781376817228 0.00576247265834853
-4 0.7 0.000500274373267439 0.00576086530742008
-4 0.8 0.000570259800967678 0.00575906485779012
-4 0.9 0.000639676970336028 0.00575709273302425
-4 1 0.000708469441200946 0.0057549721033976
-4 1.1 0.000776585283973107 0.00575272754176253
-4 1.2 0.00084397726707343 0.00575038467517785
-4 1.3 0.000910602972200059 0.00574796984028999
-4 1.4 0.000976424840767046 0.00574550974968641
